,658,690,637,XLK,SHV,700,704,QQQ,IEI,LQD,GLD,127,143,603,702,712,170,OIL,701
,closingIndexPrice,closingIndexPrice,closingIndexPrice,Adj Close,Adj Close,closingIndexPrice,closingIndexPrice,Adj Close,Adj Close,Adj Close,Adj Close,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,Adj Close,closingIndexPrice
2016-09-25,343.59,404.01,236.97,,,462.81,607.09,,,,,1495.29,866.24,308.07,323.49,321.99,1049.49,,280.25
2016-09-26,344.39,404.17,236.93,43.26771545410156,96.30839538574219,463.03,607.53,111.0960464477539,111.43136596679688,95.43773651123047,127.55000305175781,1553.69,857.72,308.0,323.49,321.81,1080.63,15.229399681091309,280.24
2016-09-27,344.29,404.31,236.7,43.744300842285156,96.2647933959961,463.22,607.95,112.19432830810547,111.5105972290039,95.67037200927734,126.62000274658203,1541.33,856.26,307.65,323.52,321.14,1071.96,14.892399787902832,280.25
2016-09-28,343.88,404.33,236.63,43.82678985595703,96.29964447021484,463.25,608.12,112.38369750976562,111.43136596679688,95.73236083984375,126.22000122070312,1552.08,855.78,307.57,323.49,321.29,1076.29,15.581700325012207,280.26
2016-09-29,343.28,403.75,236.77,43.561004638671875,96.29095458984375,462.41,606.04,111.56944274902344,111.51937103271484,95.69363403320312,126.06999969482422,1548.07,849.84,307.63,323.5,321.44,1069.27,15.954899787902832,280.44
2016-09-30,,,,43.79012680053711,96.28221893310547,,,112.40264129638672,111.36973571777344,95.52306365966797,125.63999938964844,,,,,,,16.023700714111328,
2016-10-03,,,,43.66181564331055,96.24124145507812,,,112.24169921875,111.23758697509766,95.2524642944336,125.31999969482422,,,,,,,16.059999465942383,
2016-10-04,,,,43.506019592285156,96.24124145507812,,,112.07122802734375,110.99092864990234,94.80928039550781,120.97000122070312,,,,,,,16.166000366210938,
2016-10-05,341.85,402.72,236.75,43.66181564331055,96.26740264892578,461.04,603.02,112.46891021728516,110.87638092041016,94.70820617675781,120.77999877929688,1552.8,857.2,307.55,323.48,321.31,1074.57,16.450000762939453,280.38
2016-10-06,341.65,402.56,236.78,43.762630462646484,96.24124145507812,460.85,602.53,112.4120864868164,110.67371368408203,94.71595764160156,119.66000366210938,1560.41,857.28,307.61,323.44,321.49,1077.06,16.690000534057617,280.28
2016-10-07,,,,43.64349365234375,96.27613067626953,,,112.16593933105469,110.77945709228516,94.94146728515625,119.73999786376953,,,,,,,16.489999771118164,
2016-10-09,341.91,402.6,236.84,,,460.9,602.71,,,,,1568.39,863.1,307.84,323.43,321.79,1082.87,,280.28
2016-10-10,341.99,402.25,236.83,43.94593048095703,96.24995422363281,460.41,601.51,112.87601470947266,110.61207580566406,94.94146728515625,120.16000366210938,1573.45,872.26,308.0,323.46,322.04,1087.61,16.989900588989258,280.33
2016-10-11,,,,43.45102310180664,96.27613067626953,,,111.26649475097656,110.58563232421875,94.64598083496094,119.55000305175781,,,,,,,16.811500549316406,
2016-10-12,,,,43.52435302734375,96.25867462158203,,,111.17180633544922,110.60328674316406,94.7704086303711,119.73999786376953,,,,,,,16.64069938659668,
2016-10-13,341.63,402.21,236.74,43.249393463134766,96.2848129272461,460.38,601.42,110.77415466308594,110.78825378417969,95.00367736816406,120.02999877929688,1551.14,854.57,307.73,323.43,321.89,1071.62,16.670400619506836,280.28
2016-10-14,,,,43.414363861083984,96.2848129272461,,,110.90670776367188,110.67371368408203,94.5605239868164,119.36000061035156,,,,,,,16.56999969482422,
2016-10-17,,,,43.322723388671875,96.2848129272461,,,110.60372924804688,110.814697265625,94.87149047851562,119.68000030517578,,,,,,,16.480899810791016,
2016-10-18,341.54,402.26,236.98,43.561004638671875,96.27613067626953,460.41,601.49,111.58837890625,110.94683837890625,95.10478210449219,120.41999816894531,1556.46,860.23,307.78,323.48,322.04,1076.8,16.510000228881836,280.42
2016-10-19,341.95,402.53,236.9,43.64349365234375,96.29356384277344,460.79,602.3,111.57893371582031,110.96446228027344,95.22917175292969,121.11000061035156,1558.09,858.91,308.08,323.51,322.36,1077.05,16.901899337768555,280.36
2016-10-20,342.0,402.56,236.9,43.441864013671875,96.26740264892578,460.84,602.45,111.44638061523438,110.87638092041016,95.19805145263672,120.73999786376953,1545.66,859.12,308.32,323.5,322.45,1067.91,16.662799835205078,280.3
2016-10-21,,,,43.561004638671875,96.2848129272461,,,111.86295318603516,110.90283203125,95.2524642944336,120.83000183105469,,,,,,,16.709999084472656,
2016-10-24,,,,43.98259353637695,96.29356384277344,,,113.20738220214844,110.80586242675781,94.98035430908203,120.55999755859375,,,,,,,16.664400100708008,
2016-10-25,342.45,402.73,236.92,43.82678985595703,96.29356384277344,461.07,603.0,112.84762573242188,110.80586242675781,94.91036987304688,121.47000122070312,1556.29,865.56,308.23,323.5,322.35,1074.46,16.489999771118164,280.3
2016-10-26,342.03,402.53,236.88,43.5793342590332,96.29356384277344,460.81,602.41,112.08073425292969,110.70018005371094,94.51383972167969,120.79000091552734,1545.63,865.58,308.18,323.49,322.23,1069.61,16.239099502563477,280.29
2016-10-27,341.69,402.25,236.88,43.52435302734375,96.27613067626953,460.42,601.38,111.56944274902344,110.51514434814453,94.08621215820312,121.01000213623047,1537.17,865.63,308.05,323.5,322.19,1064.54,16.389999389648438,280.3
2016-10-28,,,,43.478515625,96.29356384277344,,,110.86882781982422,110.620849609375,93.97736358642578,121.58000183105469,,,,,,,16.059999465942383,
2016-10-30,342.07,402.43,236.89,,,460.67,601.73,,,,,1523.64,854.56,308.11,323.47,322.13,1053.84,,280.32
2016-10-31,343.15,402.78,237.02,43.46018981933594,96.31973266601562,461.14,602.95,110.76467895507812,110.67371368408203,94.06290435791016,121.94000244140625,1515.86,852.94,308.44,323.53,322.52,1045.71,15.390000343322754,280.3
2016-11-01,343.33,402.54,237.06,43.08442306518555,96.31620025634766,460.82,602.22,109.93151092529297,110.7663345336914,93.94441986083984,122.7300033569336,1500.98,848.63,308.48,323.53,322.51,1034.83,15.369999885559082,280.3
2016-11-02,342.92,402.62,237.03,42.80947494506836,96.29878997802734,460.92,602.44,109.05099487304688,110.94276428222656,94.08470916748047,123.63999938964844,1480.43,840.81,308.34,323.5,322.45,1016.71,15.170000076293945,280.31
2016-11-03,343.13,402.46,236.97,42.39704895019531,96.31620025634766,460.7,601.88,107.98114776611328,110.96035766601562,93.89759063720703,124.30000305175781,1483.81,837.16,308.31,323.57,322.43,1015.08,14.760000228881836,280.32
2016-11-04,,,,42.323734283447266,96.32495880126953,,,107.60240173339844,111.14556121826172,94.17828369140625,124.38999938964844,,,,,,,14.572999954223633,
2016-11-06,343.17,402.55,236.96,,,460.83,602.31,,,,,1503.57,838.0,308.26,323.51,322.39,1026.99,,280.3
2016-11-07,342.53,402.2,236.92,43.240234375,96.2900619506836,460.33,601.04,110.15873718261719,110.86334228515625,94.11589050292969,122.1500015258789,1518.84,849.92,308.4,323.53,322.45,1035.35,14.873700141906738,280.42
2016-11-08,341.95,401.84,236.86,43.45102310180664,96.30752563476562,459.84,599.91,110.87828826904297,110.60758209228516,93.90542602539062,121.63999938964844,1518.86,848.16,308.42,323.51,322.76,1037.44,14.899900436401367,280.38
2016-11-09,341.28,400.84,236.95,43.396034240722656,96.30752563476562,458.5,596.73,111.38956451416016,109.85791778564453,92.52560424804688,121.55999755859375,1512.52,841.2,307.79,323.48,322.15,1033.78,15.010000228881836,280.35
2016-11-10,341.23,399.83,236.91,42.699501037597656,96.24644470214844,457.14,593.55,109.59066009521484,109.57567596435547,92.4476547241211,119.75,1492.08,846.19,307.58,323.45,322.38,1022.13,14.842900276184082,280.37
2016-11-11,,,,42.82780456542969,96.2551498413086,,,109.63800048828125,109.39046478271484,92.05006408691406,117.0999984741211,,,,,,,14.390000343322754,
2016-11-13,340.24,398.69,237.0,,,455.59,590.02,,,,,1501.1,849.33,307.05,323.4,321.85,1027.41,,280.39
2016-11-14,340.24,398.06,237.01,42.17709732055664,96.2551498413086,454.75,588.0,108.5302505493164,109.02003479003906,91.57454681396484,116.11000061035156,1483.34,852.22,306.65,323.35,321.49,1018.97,14.460000038146973,280.38
2016-11-15,341.09,398.58,236.97,42.7728271484375,96.2551498413086,455.44,589.55,110.03565979003906,108.96710205078125,91.85520935058594,117.12000274658203,1478.99,853.85,307.06,323.39,321.65,1012.81,15.191699981689453,280.41
2016-11-16,341.65,398.6,237.3,43.166908264160156,96.26390838623047,455.47,589.61,110.68892669677734,108.96710205078125,91.9876937866211,116.7699966430664,1476.23,865.22,307.35,323.36,321.97,1010.58,15.08489990234375,280.37
2016-11-17,342.01,398.23,237.2,43.441864013671875,96.2813491821289,454.99,588.57,111.49371337890625,108.74662017822266,91.40302276611328,116.16999816894531,1503.06,868.53,307.58,323.34,322.28,1022.03,14.910400390625,280.33
2016-11-18,,,,43.40519714355469,96.26390838623047,,,111.0771255493164,108.48206329345703,90.88848114013672,115.1500015258789,,,,,,,15.100000381469727,
2016-11-20,341.53,397.77,237.06,,,454.38,587.15,,,,,1503.32,876.31,307.41,323.31,322.16,1030.89,,280.31
2016-11-21,341.48,398.23,237.11,43.84511947631836,96.27261352539062,455.01,588.57,112.2322006225586,108.4996566772461,90.98206329345703,115.58000183105469,1509.55,878.26,307.64,323.34,322.32,1037.78,15.8100004196167,280.26
2016-11-22,340.27,397.99,237.1,43.98259353637695,96.2551498413086,454.67,587.84,112.57303619384766,108.60553741455078,91.21592712402344,115.54000091552734,1509.93,880.42,307.63,323.33,322.36,1042.19,15.774200439453125,280.31
2016-11-23,339.23,397.63,237.08,43.80845642089844,96.2551498413086,454.18,586.62,112.11857604980469,108.2791748046875,90.88074493408203,113.25,1520.4,880.17,307.64,323.36,322.34,1047.37,15.720499992370605,280.29
2016-11-24,339.19,397.71,237.13,,,454.32,586.91,,,,,1531.06,878.2,307.68,323.34,322.33,1051.34,,280.22
2016-11-25,,,,43.991756439208984,96.2900619506836,,,112.47836303710938,108.29682922363281,90.88848114013672,112.61000061035156,,,,,,,15.260000228881836,
2016-11-27,339.04,397.94,237.05,,,454.62,587.59,,,,,1552.23,883.56,307.71,323.34,322.46,1062.97,,280.25
2016-11-28,339.12,398.46,237.06,44.02841567993164,96.2900619506836,455.33,589.32,112.22274017333984,108.517333984375,91.30168151855469,113.80000305175781,1546.26,882.37,307.83,323.32,322.47,1058.33,15.579299926757812,280.23
2016-11-29,338.73,398.23,236.98,44.055912017822266,96.2813491821289,455.02,588.56,112.61090850830078,108.58788299560547,91.42644500732422,113.2699966430664,1554.52,882.47,307.66,323.33,322.03,1064.56,14.905400276184082,280.23
2016-11-30,338.77,397.9,237.08,43.533512115478516,96.2551498413086,454.58,587.48,111.24754333496094,108.25273895263672,91.08341979980469,111.75,1581.11,885.96,307.62,323.36,321.99,1079.56,16.09000015258789,280.23
2016-12-01,338.81,397.16,237.24,42.635337829589844,96.27000427246094,453.57,585.09,109.32556915283203,108.05937194824219,90.57295989990234,111.54000091552734,1573.71,883.24,307.77,323.3,322.2,1072.49,16.673900604248047,280.25
2016-12-02,,,,42.79115295410156,96.3049087524414,,,109.5433349609375,108.38607788085938,90.98726654052734,112.13999938964844,,,,,,,16.910400390625,
2016-12-04,339.62,397.41,237.45,,,453.91,585.81,,,,,1574.51,880.46,308.18,323.32,322.5,1072.77,,280.23
2016-12-05,338.89,396.76,237.46,43.20356369018555,96.27000427246094,453.04,583.74,110.39543914794922,108.30656433105469,91.18274688720703,111.54000091552734,1580.91,892.87,308.07,323.31,322.38,1078.56,16.809999465942383,280.22
2016-12-06,339.27,397.34,237.36,43.331871032714844,96.3049087524414,453.82,585.55,110.6605453491211,108.3948745727539,91.17486572265625,111.43000030517578,1593.28,898.13,308.43,323.37,323.03,1090.64,16.700000762939453,280.23
2016-12-07,340.21,398.19,237.4,44.156734466552734,96.26129150390625,455.01,588.32,112.061767578125,108.59794616699219,91.55789947509766,111.83000183105469,1599.74,894.91,308.71,323.4,323.2,1092.96,16.549400329589844,280.1
2016-12-08,339.79,397.67,237.37,44.26670837402344,96.26129150390625,454.25,586.5,112.26060485839844,108.43023681640625,91.18274688720703,111.56999969482422,1617.7,899.43,308.81,323.39,323.46,1106.36,16.680099487304688,280.25
2016-12-09,,,,44.587486267089844,96.27000427246094,,,113.14111328125,108.15647888183594,90.83091735839844,110.4000015258789,,,,,,,16.85070037841797,
2016-12-11,338.8,397.03,237.34,,,453.38,584.52,,,,,1637.09,907.96,308.82,323.35,323.56,1123.0,,280.29
2016-12-12,339.3,397.02,237.55,44.450008392333984,96.27000427246094,453.37,584.45,112.62985229492188,108.17415618896484,90.74495697021484,110.81999969482422,1632.81,899.89,309.04,323.37,323.56,1125.65,17.210399627685547,280.28
2016-12-13,339.31,397.25,237.47,45.00906753540039,96.27000427246094,453.69,585.18,114.05004119873047,108.14768981933594,90.94816589355469,110.44999694824219,1639.93,903.48,309.3,323.4,323.79,1129.7,17.394699096679688,280.25
2016-12-14,339.83,397.86,237.38,44.85325622558594,96.26129150390625,454.52,587.22,113.81334686279297,107.52076721191406,90.36971282958984,108.83000183105469,1638.83,895.79,309.27,323.37,323.73,1127.44,16.790000915527344,280.21
2016-12-15,337.91,396.88,237.2,45.054893493652344,96.28743743896484,453.19,584.34,113.99322509765625,107.291259765625,90.43228149414062,107.33999633789062,1631.87,891.33,308.83,323.29,323.41,1121.28,16.795499801635742,280.25
2016-12-16,,,,44.72902297973633,96.31364440917969,,,113.5706558227539,107.41485595703125,90.36193084716797,108.05000305175781,,,,,,,17.0,
2016-12-18,336.88,397.13,236.63,,,453.53,585.02,,,,,1635.23,891.46,308.84,323.3,323.07,1125.18,,280.23
2016-12-19,337.57,397.95,236.68,45.05119705200195,96.33109283447266,454.64,587.29,114.03592681884766,107.70620727539062,90.79963684082031,108.58999633789062,1609.4,895.12,308.96,323.48,322.99,1109.93,17.12420082092285,280.26
2016-12-20,337.08,397.91,236.63,45.21689987182617,96.33109283447266,454.58,587.2,114.47278594970703,107.61793518066406,90.74495697021484,107.79000091552734,1601.77,902.72,308.88,323.42,322.77,1107.85,17.191999435424805,280.25
2016-12-21,337.58,398.66,236.66,45.12485885620117,96.33982849121094,455.6,589.41,114.3873291015625,107.68856048583984,91.03416442871094,107.8499984741211,1600.81,898.42,308.71,323.49,322.46,1107.4,16.889999389648438,280.25
2016-12-22,337.47,398.76,236.68,45.03279495239258,96.33109283447266,455.71,589.63,114.06442260742188,107.67526245117188,91.04039764404297,107.58999633789062,1600.72,895.06,308.71,323.49,322.31,1113.28,17.086700439453125,280.3
2016-12-23,,,,45.07883071899414,96.33109283447266,,,114.1404037475586,107.77252197265625,91.18150329589844,107.93000030517578,,,,,,,17.06999969482422,
2016-12-25,336.7,398.68,236.48,,,455.62,589.44,,,,,1591.85,887.03,308.45,323.48,321.94,1108.3,,280.25
2016-12-26,336.46,399.0,236.3,,,456.04,590.31,,,,,1583.82,885.1,308.37,323.5,321.64,1105.21,,280.28
2016-12-27,337.8,399.03,236.34,45.26293182373047,96.33109283447266,456.07,590.3,114.72913360595703,107.63105010986328,91.01695251464844,108.55999755859375,1589.88,896.78,308.69,323.51,321.91,1113.05,17.389299392700195,280.29
2016-12-28,338.06,399.27,236.32,44.8578987121582,96.32234954833984,456.41,591.06,113.83653259277344,107.86091613769531,91.35394287109375,108.86000061035156,1599.8,902.34,309.0,323.53,321.97,1118.34,17.350799560546875,280.27
2016-12-29,338.74,399.94,236.28,44.86709976196289,96.33985137939453,457.31,593.2,113.67510986328125,108.1171646118164,91.7066879272461,110.29000091552734,1599.22,899.09,309.53,323.53,322.24,1118.41,17.345399856567383,280.24
2016-12-30,,,,44.51729965209961,96.33109283447266,,,112.50712585449219,108.27629852294922,91.8478012084961,109.61000061035156,,,,,,,17.362199783325195,
2017-01-01,339.53,400.48,236.27,,,458.04,594.95,,,,,1620.54,899.03,310.03,323.55,322.89,1128.94,,280.24
2017-01-02,340.05,400.47,236.28,,,458.04,594.91,,,,,1640.09,905.31,310.6,323.55,323.59,1143.28,,280.2
2017-01-03,339.85,399.66,236.35,44.91313552856445,96.35728454589844,456.94,592.42,113.5136947631836,108.24977111816406,91.92613983154297,110.47000122070312,1632.77,912.2,310.63,323.58,323.71,1143.66,16.899999618530273,280.2
2017-01-04,340.5,399.89,236.36,45.069618225097656,96.34852600097656,457.24,593.04,114.13088989257812,108.32047271728516,92.23968505859375,110.86000061035156,1623.23,916.31,310.93,323.58,324.15,1136.74,17.17729949951172,280.26
2017-01-05,341.04,399.93,236.33,45.14325714111328,96.33985137939453,457.29,593.15,114.77664947509766,108.64747619628906,92.73347473144531,112.58000183105469,1617.79,920.41,311.25,323.57,324.41,1139.11,17.309999465942383,280.27
2017-01-06,,,,45.47465515136719,96.36603546142578,,,115.78321838378906,108.34697723388672,92.24748992919922,111.75,,,,,,,17.299999237060547,
2017-01-08,340.44,399.41,236.05,,,456.58,591.55,,,,,1600.05,916.21,311.12,323.55,324.22,1126.68,,280.34
2017-01-09,341.17,399.67,236.16,45.465457916259766,96.38349151611328,456.93,592.32,116.16304016113281,108.55909729003906,92.42776489257812,112.66999816894531,1600.02,915.92,311.27,323.55,324.34,1129.05,16.760000228881836,280.34
2017-01-10,341.76,400.09,236.12,45.47465515136719,96.37477111816406,457.47,593.54,116.4194107055664,108.57676696777344,92.3729019165039,113.1500015258789,1600.82,912.94,311.49,323.6,324.52,1125.43,16.435699462890625,280.38
2017-01-11,340.89,399.74,236.11,45.686378479003906,96.37477111816406,457.01,592.48,116.73279571533203,108.57676696777344,92.51403045654297,113.5,1601.55,907.59,311.6,323.55,324.53,1123.13,16.78499984741211,280.36
2017-01-12,341.25,400.29,236.11,45.57592010498047,96.38349151611328,457.75,594.13,116.5523681640625,108.68281555175781,92.50617980957031,113.91000366210938,1598.91,910.52,311.78,323.58,324.74,1124.02,17.049999237060547,280.35
2017-01-13,,,,45.71400833129883,96.38349151611328,,,116.9511947631836,108.5149154663086,92.31805419921875,114.20999908447266,,,,,,,16.87350082397461,
2017-01-15,339.61,399.57,236.09,,,456.81,592.02,,,,,1596.32,910.88,311.32,323.54,323.93,1118.38,,280.29
2017-01-16,339.24,399.76,236.07,,,457.03,592.51,,,,,1579.03,907.29,311.08,323.57,323.79,1106.08,,280.36
2017-01-17,339.48,400.07,236.07,45.539093017578125,96.37477111816406,457.46,593.48,116.59984588623047,108.88611602783203,92.71781921386719,115.8499984741211,1595.27,908.66,311.18,323.58,323.9,1115.77,17.0,280.32
2017-01-18,338.84,399.87,236.03,45.65876770019531,96.38349151611328,457.19,592.8,116.83726501464844,108.40888214111328,92.10643768310547,114.87000274658203,1622.78,909.71,310.98,323.57,323.53,1130.5,16.490999221801758,280.33
2017-01-19,337.99,399.28,235.93,45.594329833984375,96.39221954345703,456.38,590.79,116.7802734375,108.24092864990234,91.79290008544922,114.7699966430664,1587.58,903.31,310.64,323.57,323.05,1109.28,16.540000915527344,280.37
2017-01-20,,,,45.842864990234375,96.39221954345703,,,117.03665924072266,108.36466217041016,91.95750427246094,115.05000305175781,,,,,,,16.790000915527344,
